ID,Matemática,Linguagens,Ciências da Natureza,Ciências Humanas,Redação
1257,6.67,8.33,7.83,8.83,8.42
1258,9.25,9.17,8.58,9.0,8.83
1259,7.92,8.25,7.0,8.42,8.75
1260,9.17,8.83,9.25,8.67,9.08
1261,8.42,8.0,8.75,7.75,8.42
1262,8.58,7.83,8.5,7.42,8.33
1263,7.83,7.17,8.25,7.17,7.25
1264,8.25,8.25,7.92,8.08,8.33
1265,8.17,8.42,7.58,8.42,9.0
1266,8.75,7.25,7.67,6.92,7.25
1267,7.75,8.67,7.17,8.58,8.75
1268,7.25,8.17,7.92,9.17,8.33
1269,8.17,7.5,8.58,7.92,8.0
1270,8.42,7.17,8.75,7.92,7.58
1271,7.25,8.25,7.25,9.17,7.83
1272,7.75,8.42,7.5,8.33,8.5
1273,9.58,9.42,9.0,8.92,8.92
1274,9.0,8.75,8.5,9.08,9.17
1275,8.33,7.58,8.5,8.17,7.0
1276,8.0,6.83,7.75,7.08,7.42
1277,8.67,7.5,8.17,7.83,7.67
1278,8.08,8.92,7.75,8.5,8.33
1279,7.25,9.08,8.0,8.17,8.33
1280,8.75,8.75,9.08,9.17,8.92
1281,6.33,6.17,6.33,5.83,6.42
1282,8.5,7.67,8.5,7.33,8.0
1283,8.25,8.17,8.08,8.67,8.5
1284,5.83,5.92,6.5,5.83,6.25
1285,9.0,7.58,8.92,8.25,7.33
1286,8.83,9.08,8.83,9.33,9.17
1287,8.58,8.75,9.5,8.92,9.08
1288,8.58,7.25,8.67,7.25,7.33
1289,6.5,8.42,7.58,8.0,8.17
1290,8.58,7.58,8.75,6.92,7.92
1291,6.25,6.08,6.0,6.25,6.25
1292,5.58,6.08,6.33,6.0,5.67
1293,8.08,8.33,8.17,8.67,8.5
1294,8.17,6.33,8.75,7.58,8.17
1295,7.5,8.67,7.5,9.0,8.92
1296,8.92,7.58,8.42,7.42,7.0
1297,8.33,7.58,8.67,7.25,7.75
1298,7.75,8.58,6.5,8.0,8.75
1299,8.17,8.08,8.5,6.92,7.83
1300,8.33,8.33,8.25,8.75,8.67
1301,6.92,8.33,8.92,8.0,9.0
1302,6.75,8.17,7.58,9.08,7.83
1303,8.42,8.0,8.08,7.25,7.42
1304,7.75,8.25,6.92,8.67,9.17
1305,8.58,7.83,8.75,6.92,7.17
1306,8.17,8.5,8.58,8.42,8.5
1307,8.5,7.25,8.33,7.67,7.5
1308,7.83,8.5,7.25,8.5,8.5
1309,8.75,7.17,8.75,7.58,7.75
1310,6.5,8.33,6.83,8.75,7.75
1311,7.92,8.58,7.67,8.25,8.75
1312,8.17,8.0,7.25,8.33,8.25
1313,8.0,8.42,7.83,8.08,8.5
1314,9.25,9.0,8.33,9.42,8.83
1315,6.08,6.0,6.42,6.33,6.08
1316,7.58,8.17,7.42,8.75,8.58
1317,9.42,9.0,9.0,9.17,8.83
1318,8.75,7.33,8.92,7.17,6.75
1319,9.08,9.08,8.5,8.92,9.08
1320,7.92,6.83,8.5,7.17,8.67
1321,8.42,7.08,8.58,7.5,8.25
1322,8.42,7.92,8.75,6.75,7.83
1323,8.42,7.08,8.33,7.25,6.33
1324,8.5,8.25,8.25,6.5,7.33
1325,8.25,8.08,8.42,7.75,8.0
1326,8.58,7.42,8.42,7.08,8.58
1327,8.92,7.42,8.0,7.0,7.67
1328,5.83,5.83,5.75,6.08,6.17
1329,7.42,9.17,8.67,8.67,7.75
1330,8.42,7.83,8.67,8.0,7.0
1331,8.58,7.17,8.08,7.08,7.33
1332,8.75,9.17,8.92,8.83,8.83
1333,6.83,8.08,6.75,8.33,8.33
1334,8.5,7.58,8.33,7.25,7.92
1335,6.33,5.92,6.33,5.83,6.08
1336,8.17,6.92,8.17,8.08,7.33
1337,8.5,7.83,8.33,7.92,7.42
1338,8.0,7.58,8.0,6.5,8.42
1339,8.83,7.33,9.0,7.08,7.67
1340,7.0,8.75,6.75,8.17,8.33
1341,8.25,7.58,8.33,6.67,7.33
1342,9.33,8.58,9.33,8.92,9.0
1343,5.92,6.25,5.75,6.17,6.17
1344,7.33,8.58,8.17,8.58,8.5
1345,6.33,6.33,5.92,5.75,5.75
1346,7.33,7.92,7.58,8.0,8.83
1347,7.17,8.33,7.25,8.58,8.92
1348,8.42,7.33,8.33,7.83,6.75
1349,9.0,7.75,8.0,7.83,7.08
1350,8.25,7.67,8.5,7.83,6.83
1351,7.0,8.0,7.58,8.83,8.08
1352,6.0,6.08,6.0,5.92,5.5
1353,5.83,6.08,5.67,6.17,6.5
1354,6.58,6.5,5.58,6.08,6.17
1355,6.25,6.0,6.33,6.0,6.25
1356,8.58,8.08,8.83,7.5,7.5
1357,8.17,7.58,8.92,6.92,7.08
1358,8.42,9.17,9.33,8.42,9.17
1359,7.08,8.58,7.5,8.42,9.08
1360,8.67,8.75,8.92,8.92,8.75
1361,9.0,7.17,7.92,7.33,7.83
1362,7.92,7.08,8.33,7.17,7.58
1363,8.92,7.17,8.75,6.67,7.5
1364,9.0,7.42,8.58,8.33,7.83
1365,7.25,8.5,8.17,8.17,8.08
1366,8.17,6.42,8.42,7.08,7.5
1367,8.33,8.17,8.33,6.75,7.5
1368,8.5,7.58,8.33,7.75,7.58
1369,8.08,8.67,7.92,7.92,8.25
1370,8.75,8.08,8.5,7.92,7.33
1371,7.17,8.5,7.75,8.08,8.92
1372,8.75,7.67,8.58,7.83,7.67
1373,9.0,9.33,8.92,8.92,8.83
1374,7.25,8.17,7.75,8.08,8.5
1375,8.33,6.92,8.25,7.5,8.08
1376,7.58,8.5,6.58,8.42,8.58
1377,6.08,6.0,6.17,5.83,6.08
1378,6.67,8.58,6.92,9.33,8.0
1379,8.08,8.08,6.83,8.75,8.75
1380,7.83,8.5,7.67,8.67,8.92
1381,9.17,9.17,8.92,9.17,9.5
1382,8.08,7.33,8.67,7.75,8.08
1383,8.08,7.92,8.33,8.25,7.17
1384,8.08,8.58,7.75,7.83,8.25
1385,8.58,7.83,8.33,7.92,7.42
1386,8.17,8.75,7.5,8.33,8.33
1387,8.25,6.33,8.25,7.17,7.83
1388,8.33,7.83,7.83,7.17,7.25
1389,6.17,5.75,6.08,5.83,5.92
1390,8.25,8.75,8.17,8.58,8.92
1391,8.42,7.83,8.33,7.58,7.83
1392,7.92,8.42,8.08,8.92,8.25
1393,7.67,8.17,7.5,8.58,8.67
1394,9.0,7.25,7.92,7.58,8.0
1395,9.25,9.08,8.83,9.17,9.08
1396,8.83,7.67,8.67,7.58,7.58
1397,5.5,5.92,6.17,6.08,6.08
1398,8.25,8.33,6.75,9.0,8.25
1399,8.83,8.67,8.58,7.67,7.92
1400,8.5,6.75,8.25,7.58,7.33
1401,8.67,7.25,7.67,7.42,8.42
1402,8.42,8.08,7.75,8.5,8.08
1403,9.17,9.25,8.67,9.42,8.92
1404,7.67,8.92,6.92,8.67,8.17
1405,8.92,7.67,9.0,7.33,7.58
1406,6.33,6.25,6.08,6.33,6.0
1407,6.92,9.0,7.17,8.92,8.08
1408,7.67,8.42,7.75,8.75,9.08
1409,7.75,8.58,6.08,8.83,8.5
1410,5.92,6.08,5.92,6.33,5.67
1411,9.17,8.83,8.92,9.0,9.25
1412,8.17,8.83,7.25,8.25,7.83
1413,8.17,7.92,8.42,6.83,7.08
1414,8.58,7.67,8.42,8.42,7.33
1415,8.75,7.42,8.25,7.67,7.5
1416,9.25,9.17,9.33,8.92,8.67
1417,8.58,7.5,8.58,7.17,7.17
1418,6.08,6.08,5.92,5.75,6.33
1419,8.83,7.42,7.92,6.83,8.17
1420,8.83,8.67,8.92,8.83,9.25
1421,8.67,7.75,8.83,7.58,7.92
1422,7.42,9.08,7.33,8.58,8.75
1423,8.42,7.33,8.75,7.67,7.42
1424,8.67,7.83,8.25,7.58,8.75
1425,8.75,7.0,8.67,8.08,8.25
1426,9.0,8.75,8.75,8.58,8.75
1427,8.92,8.83,9.08,8.58,9.33
1428,8.42,7.92,8.75,7.33,8.5
1429,8.58,8.17,8.75,7.67,8.17
1430,7.58,8.17,7.75,8.58,8.33
1431,9.17,9.42,8.75,8.92,9.17
1432,7.58,8.75,7.17,8.17,8.67
1433,7.92,8.25,7.83,8.83,8.5
1434,9.42,7.42,8.75,8.33,7.33
1435,7.33,8.5,6.67,8.33,8.33
1436,8.67,9.0,7.08,8.17,9.0
1437,7.58,8.25,7.42,8.5,8.17
1438,8.83,8.17,8.17,7.83,7.92
1439,8.58,8.92,9.25,8.75,9.17
1440,7.92,8.5,7.67,8.5,8.17
1441,7.17,9.17,7.92,8.67,8.5
1442,5.67,6.08,6.08,5.83,6.17
1443,7.5,9.0,7.25,8.67,8.5
1444,8.0,8.75,7.25,8.58,8.83
1445,7.75,7.67,7.83,7.42,7.58
1446,8.0,7.58,8.83,8.92,8.5
1447,6.83,8.58,7.33,8.25,8.5
1448,6.17,5.5,6.08,5.83,5.83
1449,8.5,8.42,8.42,7.58,7.42
1450,7.92,8.33,8.25,7.92,7.75
1451,8.92,8.17,8.17,8.58,8.75
1452,7.08,8.42,7.42,8.83,8.17
1453,8.5,7.92,8.58,7.25,7.92
1454,7.0,8.75,7.75,8.08,7.83
1455,6.17,6.0,6.08,6.42,5.42
1456,7.0,8.67,6.33,8.58,8.5
1457,8.92,9.08,9.25,9.08,9.5
1458,7.83,8.25,7.92,8.75,8.58
1459,8.08,6.42,8.58,8.08,7.08
1460,7.25,8.83,7.08,7.75,8.67
1461,9.42,8.83,9.5,8.42,9.08
1462,7.58,8.75,7.17,8.83,8.58
1463,8.33,7.5,8.75,7.08,7.25
1464,8.42,7.5,8.33,7.58,7.5
1465,9.25,9.17,8.58,9.0,8.92
1466,8.5,8.92,6.83,8.75,8.33
1467,5.67,5.92,5.83,6.58,6.17
1468,5.92,6.08,6.17,6.08,6.08
1469,7.25,9.08,7.08,8.83,8.58
1470,6.58,9.0,7.67,8.17,8.67
1471,7.67,8.17,7.75,8.33,8.25
1472,9.17,8.58,9.08,9.08,9.42
1473,8.5,7.08,8.08,7.25,7.33
1474,6.67,8.58,6.92,8.25,8.42
1475,6.75,8.92,8.17,8.0,8.67
1476,8.75,7.75,8.5,8.0,7.25
1477,7.17,8.58,6.92,8.42,9.08
1478,8.83,8.67,8.92,8.92,9.17
1479,8.0,8.33,7.5,8.17,8.42
1480,7.67,8.5,7.0,8.17,8.33
1481,7.5,8.58,8.17,8.33,8.33
1482,8.75,8.0,7.75,8.42,8.42
1483,6.5,8.58,7.25,8.5,7.92
1484,8.25,7.58,8.92,7.83,7.92
1485,8.75,7.25,8.33,7.58,8.25
1486,7.33,9.0,7.08,8.0,8.67
1487,9.17,9.0,9.17,9.08,8.92
1488,9.42,9.5,8.67,8.75,8.92
1489,7.08,8.67,7.5,8.25,8.58
1490,7.58,8.5,7.42,8.75,8.75
1491,5.92,5.75,6.08,5.83,6.42
1492,6.58,8.5,7.42,8.08,8.75
1493,6.33,8.33,8.25,8.5,8.58
1494,9.0,7.5,8.33,7.0,8.5
1495,5.92,6.42,6.08,6.33,5.67
1496,7.25,8.42,6.83,8.42,8.5
1497,8.58,6.83,8.5,7.75,6.83
1498,6.08,6.08,5.83,6.0,5.92
1499,9.0,7.0,9.25,8.0,7.08
1500,7.58,8.33,7.33,8.75,8.33
1501,7.75,8.25,7.58,8.5,8.75
1502,8.92,7.92,8.42,7.42,8.25
1503,8.75,8.25,8.67,7.42,7.33
1504,7.25,8.83,7.92,7.92,8.42
1505,7.75,8.58,7.5,8.75,9.25
1506,5.83,6.42,5.83,5.83,5.67
1507,6.0,6.08,5.92,5.75,6.08
1508,6.33,6.25,6.08,6.17,5.92
1509,8.92,7.25,9.08,7.58,7.83
1510,8.5,7.5,8.0,8.0,7.67
1511,7.33,9.25,6.83,8.33,8.25
1512,6.0,5.83,5.92,6.17,6.33
1513,8.83,8.0,9.17,6.42,8.17
1514,9.08,7.5,8.5,7.83,7.67
1515,7.58,8.83,7.83,8.5,8.75
1516,8.0,6.75,9.25,7.33,7.75
1517,8.67,7.75,8.33,8.5,7.42
1518,6.0,5.67,6.25,6.17,5.58
1519,9.17,7.33,8.08,7.33,7.83
1520,7.58,8.33,8.33,8.33,9.0
1521,7.75,8.58,7.67,8.92,8.5
1522,8.17,8.0,7.58,8.58,8.08
1523,8.67,7.67,9.0,7.5,7.25
1524,7.67,7.92,7.58,8.0,8.17
1525,5.67,6.17,5.67,5.92,5.75
1526,8.67,9.42,9.33,9.0,9.0
1527,8.5,7.58,8.42,7.33,6.75
1528,9.25,8.92,9.25,8.83,9.33
1529,7.75,8.5,7.42,8.0,8.92
1530,7.58,8.42,7.0,8.67,8.17
1531,9.08,8.67,8.83,8.58,9.42
1532,8.67,7.08,8.67,7.33,7.92
1533,5.83,5.5,6.0,6.67,5.92
1534,8.92,7.42,7.75,6.75,7.67
1535,8.42,7.0,8.67,8.5,7.17
1536,8.67,7.42,8.67,8.0,7.58
1537,6.0,5.92,6.33,5.58,5.75
1538,8.5,7.67,8.42,6.83,7.08
1539,6.0,6.0,6.0,6.0,6.17
1540,7.83,9.0,8.42,8.25,8.67
1541,8.08,8.92,7.08,8.67,8.58
1542,8.83,7.92,8.25,8.33,7.25
1543,7.67,8.5,7.67,8.25,8.25
1544,6.0,5.83,6.08,6.25,6.25
1545,8.42,7.83,8.58,7.67,7.75
1546,9.08,8.67,8.83,9.08,9.5
1547,7.42,8.5,7.33,8.83,8.25
1548,8.25,7.67,8.58,7.42,8.08
1549,8.58,6.92,8.33,7.92,7.58
1550,7.75,8.83,7.42,8.25,8.92
1551,7.0,8.83,7.75,9.0,8.75
1552,7.25,9.08,6.83,8.83,8.67
1553,8.0,8.75,6.92,8.17,8.08
1554,8.58,9.25,9.08,8.83,9.0
1555,6.17,8.58,7.83,8.33,8.5
1556,8.08,9.08,7.75,8.42,8.75
1557,8.83,6.75,8.75,7.0,6.75
1558,7.0,8.67,7.83,8.75,8.83
1559,8.33,7.75,8.67,7.5,6.92
1560,6.75,8.5,8.0,8.42,8.67
1561,8.92,8.75,9.0,8.92,8.75
1562,8.33,6.75,8.25,7.67,7.0
1563,8.17,8.33,7.5,8.83,8.25
1564,8.67,8.25,8.42,7.83,7.08
1565,7.08,8.67,7.33,8.58,8.58
1566,9.0,9.08,8.75,8.83,8.42
1567,9.5,8.5,8.83,8.75,9.08
1568,7.67,8.83,7.0,8.0,8.92
1569,7.83,8.33,6.75,8.33,9.0
1570,7.42,8.17,8.17,8.33,8.83
1571,8.33,7.08,8.58,7.33,6.5
1572,8.33,7.75,9.0,7.92,7.75
1573,8.83,7.75,8.58,7.42,7.92
1574,8.75,7.92,8.75,7.75,6.92
1575,7.33,8.42,7.33,8.17,8.83
1576,8.08,9.17,7.92,8.67,8.67
1577,8.25,8.33,8.25,7.75,7.08
1578,7.25,8.0,7.92,8.5,8.75
1579,6.92,8.25,7.42,8.17,8.25
1580,6.08,6.17,6.17,5.92,6.08
1581,6.33,7.92,7.58,8.42,8.58
1582,7.5,8.75,7.33,8.0,8.67
1583,8.83,9.5,9.0,9.5,8.92
1584,7.83,8.58,7.67,9.0,8.58
1585,8.67,7.25,8.67,7.5,6.0
1586,7.75,8.17,7.67,8.58,8.33
1587,8.75,9.0,9.17,8.92,9.0
1588,8.33,7.67,8.58,7.58,7.17
1589,8.67,7.5,8.17,7.17,7.67
1590,8.5,7.75,8.92,8.0,7.92
1591,5.67,5.5,5.92,6.17,6.08
1592,8.92,6.75,8.92,6.83,8.08
1593,8.42,7.75,8.17,7.58,7.08
1594,7.08,8.33,7.17,8.67,8.25
1595,5.92,6.0,6.0,6.08,5.67
1596,8.33,8.25,6.5,8.92,9.08
1597,8.75,9.08,9.0,8.83,9.33
1598,9.25,9.17,9.0,9.25,9.5
1599,7.83,7.92,8.17,7.17,7.67
1600,9.0,8.83,8.92,9.0,9.08
1601,7.67,8.83,6.75,8.58,8.5
1602,6.92,8.25,7.5,9.17,8.92
1603,7.75,8.33,7.67,8.42,8.58
1604,8.67,7.58,8.83,8.0,7.92
1605,8.08,7.75,8.33,7.67,7.67
1606,8.33,7.58,8.33,8.0,7.83
1607,9.0,9.25,8.75,9.0,8.75
1608,6.0,6.08,5.92,6.25,6.33
1609,7.42,8.5,7.25,8.83,8.83
1610,8.58,6.67,8.33,7.75,7.5
1611,8.75,7.17,8.67,7.67,7.5
1612,8.08,6.83,8.42,7.17,7.25
1613,8.83,8.08,8.08,7.58,6.92
1614,8.0,8.08,7.33,9.0,7.92
1615,5.83,6.08,6.33,6.0,6.25
1616,7.83,8.42,7.0,8.75,8.75
1617,6.83,7.92,7.08,8.42,8.58
1618,8.33,8.42,8.67,7.83,7.83
1619,8.0,8.83,7.92,8.33,8.58
1620,6.0,6.25,6.17,5.75,5.67
1621,8.25,8.5,7.58,8.58,8.08
1622,8.5,6.58,8.33,7.25,7.33
1623,7.75,8.58,7.08,8.58,8.58
1624,7.42,8.42,7.92,8.67,8.83
1625,5.67,5.83,5.92,5.92,6.33
1626,8.33,8.08,8.75,7.25,7.25
1627,8.92,8.75,9.42,8.58,9.42
1628,8.75,9.33,8.92,9.0,8.92
1629,8.17,8.83,8.33,8.42,7.17
1630,6.17,6.08,5.92,6.08,6.0
1631,5.92,6.25,6.17,5.83,6.08
1632,6.08,5.58,6.17,5.58,6.08
1633,8.25,8.58,7.33,8.83,8.5
1634,8.5,7.42,8.25,7.08,7.08
1635,8.67,7.42,8.17,7.92,7.92
1636,7.83,8.08,7.17,8.5,8.42
1637,8.92,7.42,8.67,6.83,6.67
1638,8.92,7.5,8.67,7.83,7.25
1639,8.58,7.42,8.92,7.83,7.58
1640,8.92,7.83,9.25,7.42,6.75
1641,8.25,7.83,8.08,7.08,8.33
1642,7.17,8.67,6.92,8.5,8.42
1643,7.75,8.58,6.92,8.67,8.08
1644,7.75,8.5,6.75,8.67,8.58
1645,8.33,8.67,8.75,7.42,7.25
1646,7.42,8.67,6.5,8.25,8.92
1647,8.17,7.75,8.42,7.08,7.25
1648,8.5,7.0,8.92,6.67,6.92
1649,7.58,9.17,7.83,8.58,8.67
1650,8.5,7.5,8.58,7.5,7.42
1651,5.92,5.67,6.25,5.83,6.25
1652,7.0,8.17,7.58,8.58,9.0
1653,7.42,9.17,7.25,8.92,8.67
1654,8.5,7.5,8.17,6.92,7.75
1655,8.67,7.08,8.42,6.58,7.25
1656,7.5,8.5,7.92,8.5,9.0
1657,9.17,8.0,8.0,6.33,7.5
1658,8.67,7.67,8.75,7.58,6.42
1659,8.58,8.17,8.42,7.58,7.5
1660,8.17,7.17,8.33,7.42,7.17
1661,8.08,8.33,8.17,6.75,8.08
1662,8.33,6.5,8.0,8.67,7.58
1663,8.58,6.58,8.25,7.67,7.42
1664,7.5,8.58,7.17,9.33,8.75
1665,6.17,6.0,6.08,6.08,6.33
1666,5.75,5.75,5.92,5.92,6.25
1667,7.5,8.5,7.83,8.25,8.25
1668,6.08,6.08,5.83,5.75,5.75
1669,6.42,8.5,7.0,8.92,8.5
1670,7.33,8.42,7.83,8.58,8.42
1671,9.08,8.92,8.5,8.58,8.83
1672,6.25,5.92,6.08,6.0,5.5
1673,8.83,7.5,8.92,8.0,6.75
1674,7.58,8.33,7.42,7.92,8.0
1675,8.17,7.25,8.67,7.75,7.67
1676,7.33,8.83,7.83,8.42,8.08
1677,9.17,8.92,8.58,9.33,8.42
1678,8.75,7.17,8.67,7.25,6.5
1679,8.0,7.75,8.42,8.0,7.67
1680,8.75,7.75,8.67,7.08,7.58
1681,7.83,7.83,7.83,8.58,7.92
1682,8.25,6.75,8.5,7.42,7.33
1683,8.92,8.83,9.25,8.83,9.17
1684,5.83,5.33,6.08,6.17,6.17
1685,7.58,8.42,7.67,8.83,8.42
1686,7.33,8.0,7.58,8.75,8.42
1687,8.58,8.42,8.58,7.0,7.75
1688,7.42,8.5,7.25,8.92,8.25
1689,9.0,8.67,8.92,8.75,8.92
1690,7.75,7.92,7.25,8.58,8.5
1691,7.33,8.5,7.42,8.75,8.58
1692,5.92,6.0,6.0,5.92,5.58
1693,8.92,9.17,8.42,8.92,9.0
1694,6.25,5.75,6.08,5.58,6.08
1695,8.67,9.58,8.92,8.83,9.0
1696,8.08,8.08,8.08,7.17,6.92
1697,7.92,7.17,8.25,8.08,7.75
1698,7.58,8.42,8.67,8.67,8.42
1699,8.42,7.83,7.75,7.83,8.17
1700,8.25,7.08,8.67,8.42,8.25
1701,8.67,6.75,7.83,7.08,7.58
1702,7.83,8.42,7.17,9.17,8.17
1703,8.5,6.67,9.0,7.83,7.17
1704,8.17,8.67,8.08,8.25,8.42
1705,8.75,6.92,8.33,7.17,7.17
1706,8.08,7.75,8.83,8.0,7.75
1707,9.17,8.0,8.58,6.92,7.83
1708,8.5,7.08,8.83,6.92,7.0
1709,5.67,6.08,6.0,5.92,5.58
1710,8.58,7.25,8.0,7.33,7.92
1711,8.42,7.67,8.83,7.25,7.25
1712,8.58,8.42,7.83,9.0,8.17
1713,8.58,7.0,8.75,7.42,8.08
1714,7.5,8.92,7.25,8.17,8.75
1715,9.42,9.17,9.17,8.75,9.17
1716,6.17,6.33,6.33,5.92,6.25
1717,8.25,7.33,8.33,7.75,7.75
1718,7.67,8.5,7.75,8.67,8.58
1719,8.67,7.58,8.58,7.0,7.17
1720,7.75,7.08,8.5,6.92,6.83
1721,9.33,8.92,9.08,9.0,9.17
1722,5.5,5.83,6.25,5.75,5.67
1723,8.17,8.58,8.67,7.0,7.33
1724,7.0,8.75,7.67,8.83,8.58
1725,8.42,7.67,8.92,7.25,8.17
1726,8.67,7.08,8.92,7.58,7.25
1727,9.17,9.0,9.0,8.67,9.17
1728,9.0,6.33,8.5,8.0,7.33
1729,8.25,8.58,7.58,8.75,7.83
1730,7.33,9.0,7.92,8.75,8.25
1731,8.5,7.5,8.25,7.0,7.08
1732,8.92,8.75,8.75,8.83,9.25
1733,8.67,8.08,8.33,7.83,7.58
1734,8.42,8.17,7.75,8.92,8.83
1735,8.33,7.42,8.25,7.67,7.17
1736,7.17,8.5,7.33,8.58,9.08
1737,8.0,8.33,8.17,8.33,6.67
1738,7.08,8.42,7.92,8.5,8.5
1739,9.08,8.92,9.0,9.08,8.92
1740,7.5,8.83,7.42,8.33,8.17
1741,7.08,7.92,7.25,8.17,8.5
1742,8.67,8.17,8.83,7.75,7.5
1743,7.75,8.92,7.17,8.42,8.75
1744,6.92,8.83,7.83,8.58,8.58
1745,8.5,8.0,8.42,7.58,7.08
1746,8.75,7.33,8.08,7.5,7.08
1747,8.75,9.0,9.17,9.0,8.92
1748,9.08,6.83,8.0,7.17,6.58
1749,7.75,9.0,6.83,9.0,8.92
1750,8.25,8.5,7.5,7.75,7.92
1751,6.17,5.67,5.42,6.17,5.58
1752,5.83,6.25,6.33,6.25,6.08
1753,8.25,6.92,9.0,6.83,7.5
1754,8.83,8.92,9.17,8.92,9.08
1755,8.17,8.25,8.25,7.17,6.75
1756,8.92,6.83,8.33,7.0,7.92
1757,7.08,8.67,8.17,8.83,8.17
1758,7.83,8.17,8.0,7.25,6.75
1759,8.67,8.33,9.08,7.58,6.58
1760,9.0,9.25,8.83,8.83,9.08
1761,6.08,6.0,5.67,6.5,5.92
1762,8.17,7.17,8.25,7.17,7.83
1763,8.33,8.25,7.67,8.42,9.0
1764,7.5,8.0,7.5,7.75,8.67
1765,7.75,8.08,8.08,9.08,8.42
1766,8.17,8.0,8.42,7.08,8.08
1767,7.5,8.42,7.08,8.83,8.08
1768,5.92,6.25,6.25,5.75,5.67
1769,5.83,6.25,5.83,5.92,5.83
1770,8.25,8.75,8.25,8.58,8.08
1771,8.67,7.25,8.67,6.75,7.92
1772,9.0,7.17,8.83,6.58,7.75
1773,7.42,9.17,7.25,9.0,8.58
1774,8.75,7.25,8.17,7.08,7.75
1775,5.75,6.25,6.0,6.17,6.33
1776,8.83,7.92,8.08,7.92,7.75
1777,7.33,9.08,7.92,8.33,8.25
1778,8.42,7.58,8.5,7.17,7.5
1779,6.0,5.92,6.33,5.92,6.08
1780,8.92,7.33,8.58,7.83,7.5
1781,6.08,6.08,6.25,6.33,6.08
1782,7.17,8.75,8.5,8.58,8.58
1783,7.92,7.08,8.58,8.08,7.75
1784,7.67,8.08,8.33,9.0,8.17
1785,9.08,8.08,8.17,7.08,7.5
1786,8.42,7.0,9.08,8.0,7.83
1787,8.5,6.0,8.42,8.17,6.5
1788,7.75,8.83,7.25,8.75,8.5
1789,7.75,8.33,7.0,9.25,8.5
1790,7.83,9.08,6.5,9.08,8.67
1791,8.33,8.25,7.0,8.42,8.67
1792,7.5,8.67,7.25,8.33,8.08
1793,7.67,6.92,8.75,7.33,8.17
1794,7.67,8.83,7.92,8.83,8.5
1795,8.25,8.67,8.83,8.58,8.58
1796,8.92,9.08,9.0,8.83,9.17
1797,8.25,8.25,8.5,7.08,8.08
1798,7.75,7.92,8.67,7.33,6.75
1799,7.25,8.25,7.75,8.58,8.58
1800,7.92,8.58,8.33,9.0,8.25
1801,5.75,5.92,5.58,6.58,6.0
1802,7.58,8.17,7.75,8.75,8.67
1803,8.33,7.83,8.17,8.17,7.42
1804,8.33,7.58,9.0,7.75,8.08
1805,7.25,9.0,6.33,8.5,8.5
1806,7.08,8.58,7.92,8.5,8.5
1807,8.67,6.83,8.25,7.5,7.58
1808,8.5,7.92,8.42,7.33,7.92
1809,7.75,8.67,8.17,8.75,8.92
1810,8.58,7.17,8.83,7.92,8.75
1811,6.92,9.17,7.75,8.58,8.42
1812,8.17,7.42,8.33,8.42,7.17
1813,8.58,8.5,7.75,8.08,8.75
1814,7.75,8.33,7.25,8.92,8.58
1815,7.92,8.58,8.17,7.83,8.42
1816,7.58,8.83,7.42,8.58,8.33
1817,9.0,7.42,8.42,7.42,7.42
1818,5.67,5.75,5.75,5.83,6.25
1819,5.75,5.58,6.42,5.92,6.08
1820,8.17,6.75,8.0,7.92,8.33
1821,8.17,7.75,8.42,7.67,7.33
1822,6.83,8.83,8.33,8.5,8.42
1823,8.0,7.0,8.08,6.92,7.0
1824,7.92,8.42,7.42,8.08,8.58
1825,8.5,8.5,7.33,8.58,8.83
1826,7.92,8.33,7.67,8.42,8.58
1827,7.75,9.25,7.92,8.17,8.08
1828,8.92,6.92,8.5,8.17,7.58
1829,8.42,7.58,8.58,7.67,7.42
1830,7.92,9.0,8.0,8.25,8.5
1831,8.5,7.83,8.75,8.0,7.83
1832,7.75,9.08,7.08,8.33,8.92
1833,8.33,7.92,8.67,8.17,8.33
1834,7.0,8.17,7.58,8.5,8.67
1835,9.42,8.67,9.08,9.58,8.42
1836,6.25,5.83,6.0,6.08,5.83
1837,8.08,7.25,8.83,6.92,7.5
1838,7.83,8.0,8.0,8.5,8.5
1839,9.25,9.0,8.75,8.67,9.0
1840,8.67,8.25,8.42,8.42,7.5
1841,9.0,8.92,9.25,8.83,9.08
1842,7.0,8.5,7.25,8.25,8.33
1843,8.5,7.75,8.33,7.58,6.92
1844,7.33,8.33,6.92,8.58,8.92
1845,8.5,8.75,8.25,7.58,7.67
1846,8.67,7.17,8.17,7.17,7.33
1847,8.42,6.92,8.58,7.0,7.25
1848,7.92,7.58,8.42,6.83,6.92
1849,8.75,7.58,8.33,7.83,7.75
1850,5.83,6.0,5.83,5.5,5.83
1851,8.0,9.17,7.75,8.75,8.5
1852,6.0,5.92,6.25,5.83,5.92
1853,6.33,5.58,5.75,5.67,6.25
1854,5.92,5.58,6.25,6.08,5.67
1855,8.75,7.0,8.58,7.5,7.83
1856,8.25,8.75,7.33,8.5,8.67
1857,8.25,8.83,7.33,8.67,7.83
1858,8.42,8.08,8.25,8.5,8.42
1859,8.17,8.5,7.75,8.5,8.75
1860,8.17,7.33,8.58,8.08,8.0
1861,9.25,9.42,9.33,9.25,8.83
1862,8.5,6.5,8.92,7.25,7.42
1863,8.08,8.42,7.5,8.58,8.75
