ID,Matemática,Física,Biologia,Química,Língua Portuguesa,Língua Inglesa,Artes,Filosofia,Redação,História,Geografia
2512,8.75,8.33,7.17,8.58,7.67,6.33,7.17,8.08,7.0,7.0,7.42
2513,8.17,9.0,7.83,8.75,7.08,6.83,7.5,7.25,7.75,7.5,7.58
2514,8.58,8.42,8.25,8.83,7.25,7.75,7.0,6.08,7.92,8.0,7.92
2515,8.33,8.25,7.92,7.75,8.0,7.33,7.42,7.67,8.25,7.5,7.42
2516,8.33,7.83,7.75,8.25,8.25,7.08,6.75,7.33,7.5,8.5,7.58
2517,8.58,8.75,7.0,8.83,7.08,7.58,7.83,8.0,7.42,7.42,7.42
2518,8.92,8.58,6.83,8.67,7.67,6.33,7.25,6.67,7.33,7.92,7.75
2519,8.83,8.33,6.75,8.67,8.25,7.08,6.75,7.58,8.58,6.42,7.33
2520,8.75,8.33,7.17,8.92,7.42,8.17,6.42,7.33,6.0,7.58,6.83
2521,8.83,8.58,8.33,8.67,7.83,8.0,7.83,8.08,7.25,6.92,7.33
2522,8.42,8.25,6.92,8.25,8.17,7.33,8.25,7.67,7.83,7.75,8.33
2523,9.33,8.67,7.83,8.33,7.42,8.25,8.58,7.58,8.08,7.5,7.92
2524,9.0,9.08,7.5,8.83,8.08,7.58,6.42,7.25,7.83,7.25,7.33
2525,8.92,8.5,7.5,8.42,7.67,7.75,7.67,8.08,7.33,7.25,7.92
2526,9.0,8.17,7.67,8.42,6.83,8.0,7.83,7.08,7.67,6.17,7.08
2527,8.5,8.58,8.08,8.33,7.25,7.75,7.42,7.83,7.92,7.25,7.67
2528,8.5,8.42,7.58,8.67,7.0,7.33,8.33,7.92,7.58,7.0,7.17
2529,8.67,8.67,6.5,8.67,7.5,7.58,8.5,7.08,7.83,7.5,8.0
2530,8.25,9.08,7.5,8.0,7.5,6.92,7.83,7.67,7.67,6.83,8.0
2531,8.5,8.42,7.42,8.0,7.75,7.42,8.33,7.67,7.0,6.67,8.0
2532,7.5,9.17,6.83,8.58,7.67,7.75,7.83,7.25,6.75,8.08,7.58
2533,8.58,8.25,7.42,9.08,7.0,7.42,7.58,7.67,7.58,8.17,7.58
2534,8.58,8.58,7.17,8.25,6.58,7.67,7.0,7.83,7.5,7.75,8.33
2535,8.25,8.33,7.75,8.33,8.33,7.5,8.5,7.17,8.17,7.75,7.17
2536,8.33,8.08,7.0,7.92,6.83,7.08,8.33,7.5,8.42,7.08,7.5
2537,8.33,8.83,7.42,8.67,7.75,7.42,8.0,6.5,8.75,7.75,7.83
2538,9.0,8.67,8.17,8.75,7.67,8.0,7.17,8.42,7.67,6.83,8.0
2539,8.25,8.92,7.58,8.92,6.42,7.58,7.08,7.17,8.33,6.92,7.08
2540,8.58,8.25,7.83,8.33,7.83,7.75,7.08,7.42,6.25,7.42,7.58
2541,9.0,8.33,7.67,8.83,7.92,7.92,7.75,6.67,7.0,7.75,7.17
2542,8.75,8.83,8.08,7.92,7.75,8.17,7.58,7.75,8.17,7.42,6.67
2543,8.0,8.67,8.5,8.25,7.42,7.5,6.92,7.67,7.67,7.33,7.58
2544,8.0,8.58,7.33,8.75,7.42,7.5,7.33,7.5,7.33,7.33,7.42
2545,8.17,8.75,7.58,8.67,7.33,7.92,7.33,8.0,7.25,8.0,7.25
2546,8.42,8.92,6.67,8.17,7.17,7.83,7.25,7.42,7.67,8.17,7.33
2547,9.25,8.25,8.25,8.83,7.25,7.92,8.17,6.5,6.83,8.08,7.67
2548,8.08,8.67,8.25,9.0,7.58,7.08,7.75,7.83,8.25,7.75,7.67
2549,8.42,8.5,6.92,8.25,7.42,7.75,7.17,7.25,7.67,8.0,7.08
2550,8.5,8.5,7.5,8.5,6.83,7.0,8.33,7.75,7.42,7.67,7.58
2551,8.17,9.0,7.83,8.42,7.5,7.0,8.83,7.92,7.33,7.58,7.42
2552,8.17,8.58,7.17,8.5,7.67,7.17,7.25,7.33,7.0,7.75,8.67
2553,8.67,8.42,7.83,8.33,7.92,7.5,6.83,7.17,6.75,8.0,7.5
2554,8.83,8.17,7.67,8.67,7.67,8.0,7.42,7.58,8.33,7.67,7.83
2555,8.58,8.42,7.75,8.33,7.58,7.42,8.33,7.5,8.08,7.58,7.58
2556,8.08,8.33,7.5,8.08,6.42,6.75,7.75,7.67,7.17,7.0,8.42
2557,8.67,8.58,7.58,8.42,8.0,8.0,7.5,7.5,7.08,7.42,6.92
2558,8.67,7.92,7.25,8.33,7.92,7.75,7.67,7.08,8.83,7.42,7.17
2559,7.83,8.08,8.0,8.5,8.58,7.58,7.58,6.83,7.42,7.83,8.08
2560,8.75,8.17,6.33,8.25,6.92,7.67,7.42,7.83,7.08,7.17,7.83
2561,9.08,8.5,7.75,8.5,7.58,7.25,7.25,6.83,7.33,7.92,8.5
2562,8.25,8.33,7.33,8.67,7.0,8.0,7.0,7.25,7.25,8.17,7.92
2563,7.92,8.25,7.25,8.25,8.5,7.5,7.25,7.83,7.33,8.08,7.33
2564,8.83,8.75,6.5,7.75,6.42,7.0,8.08,8.0,8.0,7.67,8.0
2565,8.08,8.92,7.58,8.58,7.58,8.25,6.42,7.5,8.0,7.92,7.5
2566,8.5,8.42,7.0,8.75,7.25,8.42,7.5,7.0,7.67,7.58,7.92
2567,8.67,8.08,7.75,9.08,6.67,7.33,7.92,6.75,7.75,7.42,7.0
2568,8.08,7.92,7.67,8.83,8.0,7.83,7.33,7.33,6.75,7.42,7.58
2569,8.75,8.67,7.0,8.5,7.75,7.83,7.58,7.75,7.33,7.17,7.58
2570,8.42,8.67,7.67,8.42,8.17,7.33,7.58,7.17,7.5,7.42,6.92
2571,8.5,8.08,7.0,8.17,7.17,8.33,7.25,7.33,8.33,8.17,7.08
2572,8.17,8.67,7.58,8.67,7.67,6.75,7.25,7.42,7.25,6.33,7.75
2573,8.42,8.42,8.08,8.75,7.42,7.17,6.92,7.42,7.75,6.92,7.33
2574,8.75,8.25,6.67,8.25,7.25,6.67,8.17,8.33,7.0,7.25,7.58
2575,8.67,8.92,8.25,8.08,7.0,8.0,6.5,7.75,7.83,7.5,6.83
2576,8.25,8.08,7.92,8.25,7.0,7.25,7.17,7.92,7.33,7.0,6.5
2577,8.42,8.08,8.0,8.33,7.17,7.17,6.17,7.33,6.5,7.17,7.25
2578,8.08,8.42,7.33,8.58,6.67,7.83,6.67,8.08,7.58,8.25,7.17
2579,8.08,8.58,7.75,8.08,7.5,7.5,8.0,7.25,7.58,6.58,7.33
2580,8.25,8.5,7.67,8.17,7.33,7.58,8.17,7.67,7.33,6.92,7.67
2581,8.67,8.67,7.67,8.83,7.67,8.83,6.42,7.5,7.67,7.0,8.33
2582,8.67,8.67,7.25,8.33,7.33,6.67,7.83,7.5,7.25,7.75,6.5
2583,8.83,7.83,7.5,8.92,7.5,8.08,8.5,7.58,6.67,7.25,7.58
2584,8.33,8.75,7.33,8.5,8.33,7.92,8.42,8.0,7.83,7.67,7.75
2585,9.0,9.17,6.75,8.08,8.0,7.25,7.5,7.25,8.75,6.33,7.33
2586,7.75,8.75,8.17,8.67,6.67,6.75,7.67,7.42,7.75,7.5,7.33
2587,8.58,8.42,7.42,8.75,7.58,8.17,6.83,7.67,7.33,8.58,7.42
2588,8.92,7.83,7.5,8.83,8.92,6.92,8.17,7.33,7.33,7.25,7.42
2589,8.67,8.5,7.5,8.75,7.75,7.58,7.58,6.92,6.67,8.25,7.25
2590,8.0,8.17,7.75,8.5,8.25,7.42,7.75,7.0,6.83,7.83,7.08
2591,8.33,8.17,8.58,8.83,8.17,6.92,7.42,7.17,6.92,8.25,7.92
2592,8.5,8.42,7.92,7.83,8.08,7.08,7.0,7.92,7.08,7.83,7.17
2593,8.33,8.58,7.5,8.5,7.75,7.75,8.17,7.58,7.5,7.92,8.25
2594,8.67,8.83,8.92,9.0,6.75,7.25,7.08,7.08,6.75,7.83,7.25
2595,8.17,9.0,7.08,8.33,8.42,7.58,7.33,6.17,7.5,8.08,7.5
2596,7.92,8.67,7.58,8.25,7.17,7.17,7.42,7.25,7.0,7.92,7.58
2597,8.75,7.83,7.0,8.33,7.75,7.5,7.0,7.42,7.92,8.08,7.25
2598,8.83,8.67,6.83,8.5,8.08,7.92,7.67,7.33,7.83,7.42,7.92
2599,8.83,8.67,7.25,8.5,7.67,7.75,7.42,6.83,7.67,7.08,6.83
2600,8.75,8.83,8.0,8.83,8.42,7.92,7.42,6.75,6.83,8.33,7.25
2601,8.58,8.5,6.75,8.17,7.75,8.33,7.17,6.58,7.08,8.0,6.83
2602,8.67,8.58,7.17,7.92,8.17,7.92,7.5,6.58,7.08,7.83,6.92
2603,9.0,9.08,8.17,8.08,8.0,7.67,8.0,8.33,7.25,8.42,8.5
2604,8.5,8.67,7.17,8.75,7.83,7.58,7.08,8.0,7.25,7.67,7.33
2605,8.5,8.83,7.33,8.75,7.25,7.42,7.75,7.67,7.25,6.83,7.67
2606,8.5,8.5,7.17,8.58,7.83,7.5,7.42,7.42,7.58,8.42,7.5
2607,8.67,8.17,7.67,8.25,7.67,7.75,7.5,8.0,7.58,7.42,7.5
2608,8.33,8.58,7.33,8.58,7.75,7.75,9.33,7.25,8.08,8.42,7.17
2609,8.75,8.58,7.08,8.67,7.0,7.5,7.0,7.75,7.42,8.08,7.33
2610,8.33,8.75,7.25,8.58,7.0,6.5,7.5,6.92,7.08,7.58,8.17
2611,8.33,8.58,7.25,8.83,7.92,7.42,7.0,7.33,7.08,7.67,7.08
2612,8.25,8.25,7.83,8.0,7.58,6.67,6.33,7.5,7.5,7.92,7.42
2613,8.08,8.83,8.25,8.75,8.08,7.5,7.75,8.17,7.33,7.67,7.67
2614,8.17,8.08,7.67,8.58,7.67,8.08,6.83,7.5,8.25,7.5,7.08
2615,8.17,8.42,7.83,8.5,7.75,8.0,7.33,7.92,7.83,7.0,8.42
2616,7.67,8.67,7.5,8.5,8.08,7.92,8.17,7.75,7.58,8.25,6.92
2617,8.42,8.33,7.25,8.67,8.17,7.33,7.58,7.5,7.58,7.5,7.42
2618,8.83,8.08,7.92,8.42,8.42,7.33,8.08,7.83,7.83,6.75,7.42
2619,8.5,8.75,7.25,8.5,8.0,7.33,6.58,7.5,7.0,6.67,8.08
2620,8.58,8.08,7.42,9.0,7.33,7.83,7.75,6.92,7.33,6.58,8.25
2621,8.33,8.83,7.25,8.5,7.67,7.67,7.5,7.75,7.5,7.08,7.58
2622,8.33,9.0,7.33,8.33,7.83,8.25,7.67,7.67,6.75,7.17,7.75
2623,8.5,8.33,7.83,8.67,8.0,7.42,8.08,7.92,6.83,7.0,6.83
2624,8.75,8.42,8.0,8.17,8.0,8.25,7.0,6.83,8.08,7.25,7.17
2625,8.42,8.08,7.33,8.92,6.08,6.83,7.17,7.33,7.5,8.08,6.42
2626,9.0,8.67,7.75,8.67,7.42,7.67,7.58,7.67,7.25,6.92,7.17
2627,7.75,8.58,7.75,8.42,7.42,8.25,7.25,8.25,7.67,6.67,7.17
2628,8.67,9.0,7.5,8.25,7.33,8.25,7.17,6.83,7.17,7.67,6.67
2629,8.75,8.83,7.25,8.67,7.25,7.42,7.17,7.83,6.58,8.17,8.25
2630,8.33,8.08,8.08,8.08,6.75,7.58,6.92,8.42,7.0,7.42,7.5
2631,8.5,8.17,7.25,8.5,7.0,7.75,6.67,6.25,7.33,8.08,7.42
2632,9.33,8.42,6.58,8.58,7.75,8.08,8.42,7.17,7.5,7.25,7.67
2633,8.33,8.67,7.42,8.58,7.83,7.17,6.42,7.42,7.17,7.25,6.75
2634,8.5,8.67,7.92,8.17,7.25,7.25,7.0,6.58,6.42,7.58,7.75
2635,7.92,8.75,7.58,8.67,7.5,7.17,7.25,6.58,7.0,7.42,7.58
2636,8.75,8.5,7.42,8.58,7.17,7.5,7.17,7.75,7.42,8.5,7.33
2637,8.67,8.17,7.58,8.25,7.08,7.67,7.83,7.83,7.67,8.0,8.25
2638,8.67,8.67,7.67,8.5,7.5,7.0,7.42,7.17,8.17,7.58,7.67
2639,8.08,8.08,6.67,8.83,7.92,7.25,8.25,7.75,7.75,7.42,8.42
2640,8.83,8.42,7.42,7.92,7.25,7.42,8.25,7.58,8.25,7.83,6.58
2641,8.25,8.67,7.42,8.75,6.42,8.17,6.83,8.42,7.83,8.25,7.67
2642,8.5,8.5,7.58,8.58,7.0,7.92,7.58,7.33,8.75,6.75,7.83
2643,8.42,8.08,8.17,8.75,8.08,7.25,8.0,7.42,8.5,7.58,6.67
2644,8.67,8.67,8.17,8.75,7.5,7.25,6.75,8.75,7.58,7.92,7.33
2645,8.42,8.25,6.92,8.08,7.67,7.0,6.92,8.0,6.75,7.08,6.75
2646,8.67,8.17,7.83,8.67,7.5,7.75,6.33,7.33,7.42,7.33,7.92
2647,8.42,8.33,7.75,8.75,7.25,6.92,7.42,7.42,8.17,8.17,7.67
2648,8.83,8.58,7.42,8.5,8.0,7.0,8.33,7.42,7.75,6.75,7.08
2649,8.5,8.17,7.25,8.17,7.5,7.75,7.83,7.75,7.75,7.25,7.83
2650,8.58,8.75,6.42,8.0,7.92,7.75,7.67,8.0,6.67,8.08,7.25
2651,8.5,8.42,7.08,8.75,8.08,7.08,8.25,7.67,7.5,7.83,7.83
2652,8.83,8.17,7.83,8.17,7.5,7.83,7.08,8.08,7.42,7.17,6.42
2653,9.33,7.83,8.25,8.0,7.42,6.75,7.5,7.5,7.17,7.75,7.92
2654,8.25,8.67,7.92,8.58,8.5,8.17,6.75,7.92,7.17,7.5,7.83
2655,8.5,8.58,8.67,8.67,6.83,7.08,8.58,7.92,7.83,8.42,7.75
2656,8.5,8.33,7.92,8.92,7.58,7.75,7.75,7.83,6.75,8.92,7.92
2657,7.67,8.08,7.83,9.0,7.42,7.17,7.67,7.33,6.08,8.08,7.0
2658,8.42,8.5,7.67,8.67,7.83,7.08,6.92,7.5,7.5,7.75,7.08
2659,7.83,8.0,7.25,8.33,7.67,6.75,7.0,8.08,7.83,8.42,7.0
2660,8.5,8.83,7.0,8.58,7.0,7.75,7.58,7.42,8.0,6.67,7.83
2661,8.58,8.42,7.25,8.83,7.58,8.17,8.08,6.75,6.58,7.5,7.83
2662,8.5,8.92,6.75,9.0,6.25,6.58,7.5,8.92,7.58,7.83,7.33
2663,8.08,8.33,7.33,8.75,7.75,7.42,7.67,6.33,8.5,7.5,7.17
2664,8.67,9.17,7.17,8.83,7.92,7.17,8.17,7.42,8.08,7.42,9.0
2665,8.25,8.5,7.92,8.67,8.58,7.0,7.17,8.0,7.17,7.25,7.42
2666,8.0,8.67,7.75,8.5,7.17,7.08,7.17,7.92,7.5,8.08,6.83
2667,8.58,8.33,7.17,8.5,7.33,7.58,7.58,7.33,7.83,7.25,7.67
2668,7.67,8.58,8.25,8.75,8.17,7.17,7.67,7.33,7.83,6.42,7.67
2669,8.17,8.67,7.42,8.5,8.42,7.17,6.42,7.25,6.83,7.08,7.5
2670,8.83,9.08,7.5,8.75,7.5,7.25,7.83,7.67,7.33,6.67,8.5
2671,9.08,8.75,7.33,8.25,7.92,6.67,7.5,7.08,7.08,7.33,8.33
2672,8.0,8.42,6.42,8.75,7.17,7.58,7.25,7.92,8.42,7.42,7.67
2673,9.17,8.92,7.5,8.75,7.25,7.67,7.08,8.08,7.33,6.92,7.5
2674,8.25,8.58,7.08,8.83,7.25,8.25,7.58,7.42,6.83,6.83,7.42
2675,8.58,8.08,6.92,8.33,7.08,8.17,6.5,6.5,7.25,6.5,7.17
2676,8.5,8.5,7.33,8.67,7.17,8.25,6.75,7.5,8.17,8.33,6.58
2677,8.58,8.58,7.58,8.33,6.92,6.92,8.25,6.58,8.58,7.75,7.58
2678,8.58,8.67,6.75,8.92,7.42,7.25,8.25,6.5,7.08,6.67,6.83
2679,8.83,8.25,7.75,8.83,7.75,7.17,7.67,7.5,7.83,7.92,8.17
2680,8.33,8.08,7.0,8.83,7.75,6.67,7.92,7.5,6.83,7.67,6.92
2681,8.58,8.33,7.5,8.08,7.92,7.58,7.0,7.17,7.25,7.75,7.25
2682,8.42,8.33,7.25,8.75,6.83,7.58,7.42,8.33,7.75,7.83,8.33
2683,8.5,8.08,7.33,8.75,7.83,7.67,7.42,8.08,7.92,7.33,7.42
2684,8.58,9.08,7.92,8.83,7.75,6.75,7.58,7.33,8.17,7.58,8.0
2685,8.92,8.67,8.17,8.92,8.83,8.25,8.0,7.83,7.42,8.25,7.92
2686,8.33,8.5,6.67,8.33,6.33,7.25,6.92,7.67,7.75,7.83,6.67
2687,8.83,8.08,7.92,9.42,6.92,7.33,7.83,6.75,7.92,7.92,7.17
2688,8.5,8.42,7.75,8.33,7.67,7.0,8.25,7.92,7.33,6.92,6.92
2689,8.58,9.0,7.42,8.5,7.33,7.08,7.92,7.42,7.83,7.25,7.25
2690,8.58,8.33,7.58,9.17,7.92,6.92,7.58,7.67,6.58,7.25,7.17
2691,8.58,8.67,7.08,8.25,8.0,7.08,7.5,6.75,7.75,7.25,7.08
2692,9.08,8.33,7.17,9.33,7.5,8.25,6.92,7.5,8.33,7.5,6.92
2693,8.42,8.83,7.83,8.67,8.75,8.25,7.08,7.33,8.42,8.17,8.17
2694,8.25,8.33,6.92,8.5,7.33,7.67,8.08,7.33,7.75,7.17,7.92
2695,8.0,8.25,7.83,8.67,7.42,6.83,7.83,7.5,8.08,7.58,8.83
2696,8.42,7.83,8.17,8.42,7.83,7.83,7.42,7.67,6.67,7.25,7.67
2697,8.42,8.25,7.17,8.25,7.75,7.25,7.75,7.92,7.83,8.25,6.75
2698,8.67,8.0,7.33,8.58,7.25,8.33,8.08,6.75,7.42,7.5,7.67
2699,8.33,8.25,7.58,8.75,7.42,7.42,7.5,7.33,7.08,8.17,8.67
2700,8.25,8.58,6.58,8.83,7.08,7.75,6.67,6.83,7.42,6.83,6.75
2701,8.58,9.25,7.92,8.5,7.08,7.75,7.58,7.17,7.33,8.08,7.58
2702,8.25,8.17,7.25,8.42,7.42,8.08,6.75,7.83,7.25,7.92,8.0
2703,9.0,8.75,7.67,8.25,8.25,7.25,7.25,7.42,8.5,8.25,6.58
2704,8.75,8.67,7.42,8.75,8.17,7.5,7.25,7.33,7.25,7.67,7.5
2705,8.58,8.5,7.5,8.08,7.5,7.08,7.5,6.92,7.58,7.17,7.92
2706,8.5,8.58,7.33,8.5,8.08,7.67,7.67,7.0,6.75,7.83,6.42
2707,8.17,9.17,8.58,8.92,7.25,7.42,7.67,8.33,8.25,6.92,8.33
2708,8.0,8.67,7.58,8.08,7.17,6.92,7.83,7.42,8.08,6.92,7.83
2709,8.33,8.75,7.58,8.0,7.92,7.42,6.58,7.33,6.42,7.67,7.58
2710,8.67,8.92,7.08,8.83,6.67,7.75,7.92,7.42,7.75,8.0,8.0
2711,8.75,8.08,7.25,8.25,7.08,6.67,7.75,8.5,7.58,7.75,8.08
2712,8.25,9.17,7.25,8.75,7.33,7.42,8.33,7.42,7.42,7.0,7.5
2713,8.17,7.83,7.58,8.25,7.25,7.83,7.92,7.17,8.08,7.0,7.0
2714,8.58,9.08,7.17,8.92,7.58,8.42,7.67,8.0,7.33,7.5,8.08
2715,8.42,8.83,7.33,8.67,8.83,8.08,7.0,7.83,7.25,7.75,6.75
2716,8.5,8.33,7.25,8.58,7.0,7.67,7.0,7.75,8.0,8.0,7.75
2717,8.25,8.92,7.08,8.67,6.83,8.33,7.5,7.83,6.92,7.25,7.75
2718,8.33,8.5,6.75,9.0,7.17,7.92,8.42,7.5,6.92,7.17,8.0
2719,8.67,8.58,7.67,8.08,8.17,7.83,8.17,7.42,7.58,8.08,7.83
2720,9.17,8.58,7.58,8.5,8.08,8.08,7.58,8.25,8.17,7.67,7.58
2721,8.0,9.0,7.42,8.58,8.33,7.33,7.5,8.5,6.92,6.92,7.67
2722,8.92,8.08,6.92,8.42,7.42,6.83,7.25,8.17,6.67,8.33,6.42
2723,9.08,8.42,6.75,8.58,7.83,7.58,7.75,7.17,7.67,8.0,7.25
2724,9.0,8.08,7.0,8.75,6.75,7.67,7.25,7.5,7.0,8.67,7.42
2725,8.58,8.67,8.25,8.42,7.17,6.92,7.42,6.67,7.75,8.33,7.75
2726,8.5,8.42,7.92,8.58,7.42,7.67,6.92,7.17,8.17,7.67,7.75
2727,8.25,8.58,7.92,7.92,8.25,7.75,7.17,8.25,7.42,7.75,8.25
2728,9.08,8.67,7.42,8.92,7.33,8.33,7.25,7.75,7.25,7.25,7.42
2729,8.42,9.0,6.75,8.33,7.25,8.17,6.75,7.75,8.08,7.25,7.42
2730,8.17,7.83,7.25,9.0,7.42,8.0,7.25,7.58,8.33,7.83,7.83
2731,8.42,8.58,7.25,8.42,7.33,8.17,7.17,7.25,7.58,8.0,7.42
2732,8.0,9.08,6.75,8.08,6.92,6.58,7.5,7.67,7.58,6.92,6.25
2733,8.25,8.58,7.75,8.42,7.5,7.75,7.42,7.75,7.83,5.92,6.58
2734,8.17,8.58,7.83,8.75,7.67,7.67,6.75,7.25,6.42,7.08,7.33
2735,8.67,8.92,7.25,8.92,8.08,7.83,7.75,8.08,7.17,7.58,7.33
2736,8.33,8.25,7.67,8.5,7.5,7.17,7.83,7.5,7.83,7.92,7.58
2737,8.58,8.67,7.42,8.42,7.75,7.25,7.25,6.92,7.67,7.83,6.25
2738,8.5,8.17,7.17,8.67,8.0,7.83,7.08,7.83,7.75,7.33,7.42
2739,9.08,8.58,8.58,8.67,7.25,7.92,8.33,8.08,7.0,7.42,8.08
2740,7.67,8.17,7.25,9.08,8.42,6.92,7.67,8.08,8.92,6.5,7.0
2741,8.67,8.83,6.67,8.17,8.42,7.5,8.0,7.75,8.5,8.08,7.83
2742,8.17,8.67,7.17,8.5,8.17,7.33,7.08,7.5,7.92,7.17,8.42
2743,8.67,8.42,8.83,7.83,7.17,7.42,7.67,7.92,7.75,7.33,7.75
2744,8.67,8.75,7.08,9.0,7.33,7.92,6.42,7.42,7.08,7.0,6.92
2745,8.58,9.0,7.75,8.83,8.17,7.58,7.33,8.0,7.5,7.42,7.83
2746,8.17,8.42,6.5,8.58,7.33,7.67,7.0,7.83,7.25,6.5,7.75
2747,8.67,8.33,8.0,8.92,7.75,8.0,7.33,8.5,7.92,7.17,7.5
2748,8.17,8.25,8.0,8.83,7.08,7.0,6.92,7.08,7.83,7.75,6.83
2749,7.75,8.67,7.17,9.17,7.33,7.67,8.33,7.5,6.92,6.83,7.58
2750,8.25,8.83,6.25,8.08,8.33,7.33,7.08,7.58,7.67,8.33,7.42
2751,8.5,8.75,8.33,8.75,7.5,7.0,7.0,7.0,6.83,7.75,6.5
2752,8.5,8.92,7.67,8.33,7.58,8.58,7.83,7.67,7.0,7.75,8.17
2753,8.83,8.33,7.25,8.58,7.5,7.42,7.75,7.42,6.83,7.0,6.75
2754,8.25,8.17,7.67,8.92,7.42,7.92,6.42,8.0,6.25,7.83,7.75
2755,8.25,8.25,7.75,8.58,7.25,6.92,7.08,7.08,7.83,7.17,7.33
2756,8.5,8.75,7.33,7.92,7.75,7.92,7.08,8.0,8.33,7.08,7.33
2757,8.33,8.08,8.25,8.33,8.17,7.25,6.67,6.92,6.92,6.67,6.42
2758,8.83,8.5,7.75,8.25,6.83,7.75,7.58,7.25,7.75,7.83,6.58
2759,8.42,7.92,8.5,8.58,7.58,6.92,6.67,7.0,6.92,8.08,6.92
2760,9.08,8.92,7.25,8.92,6.83,7.58,7.75,7.75,6.83,7.08,7.92
2761,7.92,8.33,8.17,8.67,7.42,7.58,7.25,7.33,7.42,6.58,7.92
2762,8.5,8.42,7.92,8.5,8.17,6.58,6.5,7.42,6.92,7.75,7.58
2763,8.92,8.42,6.92,8.67,8.17,7.75,7.25,7.67,7.25,8.08,7.08
2764,8.58,8.67,8.42,8.33,7.5,7.33,8.5,7.33,7.75,6.75,7.42
2765,8.25,8.33,7.58,8.08,7.58,7.67,7.0,7.5,7.25,7.08,8.83
2766,9.0,7.75,8.08,7.92,7.75,7.25,7.67,8.08,7.92,7.58,7.08
2767,8.92,8.58,7.58,9.42,7.5,8.42,7.42,7.67,7.33,6.92,8.25
2768,8.42,8.67,6.58,8.42,7.08,6.83,7.67,7.92,7.92,7.33,7.58
2769,7.92,8.17,6.67,8.0,6.92,7.0,8.42,8.42,6.83,6.92,7.0
2770,8.5,8.42,6.83,8.08,7.42,8.42,7.75,7.33,7.33,7.25,7.83
2771,8.58,8.67,7.08,8.25,6.58,7.67,8.17,7.33,7.58,7.17,6.83
2772,8.75,8.58,7.67,8.75,7.75,7.83,8.17,7.83,8.0,7.75,7.58
2773,8.83,8.83,8.08,8.58,6.92,7.17,7.33,7.33,8.0,6.5,7.83
2774,8.08,8.5,7.25,9.25,6.92,7.5,8.0,7.58,7.17,7.42,8.0
2775,8.0,8.75,7.42,8.5,7.17,7.83,7.17,8.08,8.0,8.0,7.0
2776,7.92,8.42,6.92,8.17,8.33,8.25,7.25,7.42,7.08,8.17,8.17
2777,8.17,8.08,6.83,8.5,7.0,7.33,7.5,7.42,8.17,6.58,6.83
2778,9.08,8.67,8.33,8.0,7.75,8.0,7.25,8.25,7.25,8.25,7.25
2779,8.42,8.25,8.33,8.17,6.17,7.33,6.58,7.5,8.67,6.58,7.75
2780,7.92,8.08,7.75,8.58,6.67,7.08,7.5,6.75,8.0,7.5,7.17
2781,8.58,8.25,8.42,8.5,7.08,8.42,7.67,7.67,7.83,7.92,7.33
2782,8.58,8.67,6.92,8.33,7.0,6.58,7.67,7.83,7.58,8.33,7.75
2783,8.58,8.67,7.92,9.0,8.58,7.42,7.0,7.58,8.08,7.08,7.67
2784,8.83,8.92,6.92,9.08,7.5,7.75,6.83,7.0,7.83,7.75,7.25
2785,8.33,8.58,7.17,8.25,8.75,7.92,7.0,8.0,6.58,6.92,7.17
2786,8.25,8.17,7.17,8.58,7.0,7.25,8.25,8.25,8.42,7.25,7.67
2787,8.58,8.58,7.58,9.25,7.08,7.33,7.42,7.67,7.58,8.0,7.67
2788,8.67,8.42,7.5,9.0,7.42,7.08,8.0,7.25,6.42,7.58,8.42
2789,8.5,8.5,7.5,8.75,6.17,6.83,7.25,7.75,7.17,7.25,7.33
2790,8.0,8.5,7.75,8.42,7.5,7.5,8.42,7.42,7.17,7.83,6.83
2791,8.83,8.33,7.67,8.67,7.75,8.17,8.0,7.58,7.58,7.08,7.5
2792,8.75,8.17,6.75,8.67,7.5,7.25,7.33,7.83,7.92,7.92,7.75
2793,8.92,8.5,8.83,8.25,7.25,7.83,8.0,7.83,7.42,7.5,7.0
2794,8.5,8.33,7.42,8.75,8.17,7.25,8.25,7.83,7.58,7.08,7.17
2795,8.17,8.58,7.17,8.67,6.92,8.08,6.83,8.25,7.08,7.08,7.33
2796,8.75,8.25,7.67,8.08,7.58,6.92,7.58,7.42,7.5,6.92,8.0
2797,8.83,8.5,7.33,9.25,7.33,7.5,6.83,8.25,7.5,7.42,7.75
2798,8.5,8.25,7.33,8.83,7.17,7.33,8.0,8.08,6.5,7.67,7.92
2799,9.0,8.42,7.5,8.42,7.75,7.17,7.58,7.42,7.5,6.75,7.83
2800,8.25,8.17,6.67,8.75,7.33,7.33,6.83,8.08,6.83,7.17,8.25
2801,8.08,8.42,7.58,8.5,6.92,7.0,7.83,8.5,7.75,8.08,7.75
2802,8.17,8.67,7.83,8.42,7.83,7.67,7.42,6.33,7.25,7.42,8.25
2803,8.67,8.33,7.42,7.92,7.42,6.33,7.17,6.83,7.83,7.17,7.92
2804,8.83,8.67,7.33,7.92,7.33,7.08,6.83,7.75,8.58,7.08,8.08
2805,8.33,8.5,7.42,8.5,7.92,7.83,8.17,8.17,8.25,8.0,7.75
2806,8.0,9.17,7.67,8.67,7.75,6.67,7.33,7.33,7.92,6.75,7.58
2807,8.75,8.08,7.67,8.17,7.67,6.92,7.0,7.58,6.17,7.75,8.17
